id;searchQuery;text;timestamp;cleanText;foundWord;socialMediaSense
1620159160997355520;tuit;"no passa res... un tuit i a dormir.
feina feta! oi @quicosalles ?";30/1/23 21:36;no passa res... un tuit i a dormir. feina feta! oi @quicosalles ?;tuit;1
1619992121070743552;missatge directe;hola sílvia, hem vist el teu tuit. ens pots explicar què va passar per missatge directe i mirem com ho podem solucionar? gràcies!;30/1/23 10:33;hola sílvia, hem vist el teu tuit. ens pots explicar què va passar per missatge directe i mirem com ho podem solucionar? gràcies!;missatge;1
1685261354536505344;blocant;"anna baucells
@anna_baucells

data en què s'hi va unir: juliol de 2021
323 seguint
125 seguidors

ves blocant, ves.";29/7/23 14:09;anna baucells @anna_baucells data en què s'hi va unir: juliol de 2021 323 seguint 125 seguidors ves blocant, ves.;seguint;1
1652422364670427137;vist;"per fi em vist un partit amb ganes...
ja portàvem massa temps sense disfrutar, semblava la taula del diàleg aquest barça... 🤣🤣🤣🤣🤣🤣🤣";29/4/23 23:19;per fi em vist un partit amb ganes... ja portàvem massa temps sense disfrutar, semblava la taula del diàleg aquest barça... 🤣🤣🤣🤣🤣🤣🤣;vist;0
1718544104508838085;respostes;imaginem una ia que sigui capaç de simular les respostes d'un twit, perdó, un post i poder estalviar possibles errors. el futur fa por...;29/10/23 9:23;imaginem una ia que sigui capaç de simular les respostes d'un twit, perdó, un post i poder estalviar possibles errors. el futur fa por...;respostes;1
1718597861007409387;clavat;no sé on ho has comprat, però jo els bròquils els pago a 2 euros.  potser t'han clavat per ser una d'aquestes botigues que obren els diumenges. per trobar-li una explicació.;29/10/23 12:57;no sé on ho has comprat, però jo els bròquils els pago a 2 euros. potser t'han clavat per ser una d'aquestes botigues que obren els diumenges. per trobar-li una explicació.;clavat;0
1620193675732205568;piular;ara vénen eleccions, els bocamolls han de piular.;30/1/23 23:54;ara vénen eleccions, els bocamolls han de piular.;piular;1
1619806781802426368;seguidors;que bé senta fer neteja de seguidors a l'insta;29/1/23 22:16;que bé senta fer neteja de seguidors a l'insta;seguidors;1
1652400052948566016;seguit;jo puc jutjar les paraules. el nacionalisme ja tal, i acte seguit dir que sent emoció per una bandera. és un discurs insostenible. això és el que estic jutjant. el que senti és cosa seva i és molt lliure i legítim. el que diu públicament també, però està subjecte a la crítica.;29/4/23 21:50;jo puc jutjar les paraules. el nacionalisme ja tal, i acte seguit dir que sent emoció per una bandera. és un discurs insostenible. això és el que estic jutjant. el que senti és cosa seva i és molt lliure i legítim. el que diu públicament també, però està subjecte a la crítica.;seguit;0
1685337870402273280;compartir;pili, des de preescolar. vam compartir pis i habitació durant els anys d'universitat, vaig ser testimoni al seu casament i per molts anys puguem seguir en contacte.;29/7/23 19:13;pili, des de preescolar. vam compartir pis i habitació durant els anys d'universitat, vaig ser testimoni al seu casament i per molts anys puguem seguir en contacte.;seguir;0
1652388750515634185;històries;maridatge de paisatge, històries i productors de subirats subirats.cat/curs-maridatge/;29/4/23 21:05;maridatge de paisatge, històries i productors de subirats-maridatge/;històries;0
1718626515779256697;respostes;mora mes respostes i altres tuits que citen aquesta frase, ell demana què el recordin per qui va ser abans què per la seva feina, i la penya posant tota la filmografia al fil de la frase 👌🏻;29/10/23 14:51;mora mes respostes i altres tuits que citen aquesta frase, ell demana què el recordin per qui va ser abans què per la seva feina, i la penya posant tota la filmografia al fil de la frase 👌🏻;respostes;1
1620132045623283712;resposta;esperem la resposta dels treballdors de tv3, al davant les patum periodistiques... apostes??';30/1/23 19:49;esperem la resposta dels treballdors de tv3, al davant les patum periodistiques... apostes??';resposta;0
1685256577618448385;perfils;doncs miri, admirat joan, jo ho faig totalment a l'inrevés. intento no seguir polítics, reals o camuflats, de tot color, periodistes i politòlegs a sou i tota mena de perfils manipuladors i venedors del seu producte. després, intento triar les opinions que em mereixen confiança.;29/7/23 13:50;doncs miri, admirat joan, jo ho faig totalment a l'inrevés. intento no seguir polítics, reals o camuflats, de tot color, periodistes i politòlegs a sou i tota mena de perfils manipuladors i venedors del seu producte. després, intento triar les opinions que em mereixen confiança.;perfils;1
1652426827229458437;seguit;sí, has tornat a actuar d'evangelitzador espontani de vergonya aliena. i tot el que ha seguit ha augmentat la sensació. ets massa erràtic.;29/4/23 23:37;sí, has tornat a actuar d'evangelitzador espontani de vergonya aliena. i tot el que ha seguit ha augmentat la sensació. ets massa erràtic.;seguit;0
1620120140485656576;prohibir;l'estat d'israel pretén construir un nou mur a cisjordània i prohibir l'ús de la bandera palestina en l'enèsim pas endavant cap a l'anorreament ètnic i nacional. catarsimagazin.cat/nou-mur-i…;30/1/23 19:01;l'estat d'israel pretén construir un nou mur a cisjordània i prohibir l'ús de la bandera palestina en l'enèsim pas endavant cap a l'anorreament ètnic i nacional.-mur-i…;prohibir;0
1652308955262066689;resposta;"un menyspreu més.
@govern així no es tracta a les treballadores.
exigim responsabilitats i doneu resposta al col.lectiu";29/4/23 15:48;un menyspreu més. @govern així no es tracta a les treballadores. exigim responsabilitats i doneu resposta al col.lectiu;resposta;0
1718565617094017268;compartir;segur que arriba al nº 1. gràcies per compartir tot aquest coneixement.;29/10/23 10:49;segur que arriba al nº 1. gràcies per compartir tot aquest coneixement.;compartir;1
1652291372651618305;seguidors;i els molts seguidors que tenen. això és reflex de la societat, gent immadura, curta de gambals, superficial, snob,  manipulable, escolaritzats però  sense cultura, etc.;29/4/23 14:38;i els molts seguidors que tenen. això és reflex de la societat, gent immadura, curta de gambals, superficial, snob, manipulable, escolaritzats però sense cultura, etc.;seguidors;1
1685400307746902019;missatge;que tingui molta sort per el seu projecte. sembla molt clar i jo he sentit que el missatge es sincer.;29/7/23 23:22;que tingui molta sort per el seu projecte. sembla molt clar i jo he sentit que el missatge es sincer.;missatge;0
1652321841137041415;publicar;"🗣 ""quan ja no sigui jo, no vull continuar aquí. per què hi he de ser, sense ser-hi? ""

entrevista a carme elias, que acaba de publicar el llibre ‘quan deixi de ser jo’, un relat de la seva vivència amb l’alzheimer

vilaweb.cat/noticies/carme-e…";29/4/23 16:40;"🗣 ""quan ja no sigui jo, no vull continuar aquí. per què hi he de ser, sense ser-hi? "" entrevista a carme elias, que acaba de publicar el llibre ‘quan deixi de ser jo’, un relat de la seva vivència amb l’alzheimer -e…";publicar;0
1685416053688385536;amic;"estic veient el #elclàssictv3 amb el meu millor amic i arribem a la conclusió que la samarreta del reial madrid és molt lletja.

perdoneu però algú ho havia de dir!";30/7/23 0:24;estic veient el amb el meu millor amic i arribem a la conclusió que la samarreta del reial madrid és molt lletja. perdoneu però algú ho havia de dir!;amic;0
1619595926460571648;silenciar;m'ha passat. per la poca comprensió lectora o la mala llet congènita va bé silenciar i fora mal de caps;29/1/23 8:18;m'ha passat. per la poca comprensió lectora o la mala llet congènita va bé silenciar i fora mal de caps;silenciar;1
1620099147423694848;m'agrada;algun cop he discrepat a twitter de les seves opinions (que ell ni deu haver vist les meves piulades, entre tantes), i he d'admetre que no m'agrada gens el seu estil d'humor i de fer de presentador, però fer aquest pas l'honora. chapeau.;30/1/23 17:38;algun cop he discrepat a twitter de les seves opinions (que ell ni deu haver vist les meves piulades, entre tantes), i he d'admetre que no m'agrada gens el seu estil d'humor i de fer de presentador, però fer aquest pas l'honora. chapeau.;m'agrada;0
1718507964145828246;missatges;"docència de qualitat sobre els abusos
->buff.ly/40fwyvn
la docència de qualitat científica i amb valors s'orientarà a clarificar les veritats disponibles sobre este fet i no serà submisa sinó crítica amb els missatges dominants dels mitjans";29/10/23 7:00;docència de qualitat sobre els abusos ->buff.ly/40fwyvn la docència de qualitat científica i amb valors s'orientarà a clarificar les veritats disponibles sobre este fet i no serà submisa sinó crítica amb els missatges dominants dels mitjans;missatges;0
1620057375595184128;m'agrada;t'he de felicitar. de les que he vist, és la que més m'agrada . gràcies per compartir-la .;30/1/23 14:52;t'he de felicitar. de les que he vist, és la que més m'agrada . gràcies per compartir-la .;compartir;1
1718739176869290469;tuit;el tuit surrealista d'avui, quina rentada de cervell més bèstia.;29/10/23 22:18;el tuit surrealista d'avui, quina rentada de cervell més bèstia.;tuit;1
1620035521106812928;missatge;hi ha hagut un nou missatge a jocs i videojocs • jocs multijugador en línia per passar l'estona. participa-hi: ift.tt/mqjydgs.;30/1/23 13:25;hi ha hagut un nou missatge a jocs i videojocs • jocs multijugador en línia per passar l'estona. participa-hi:.;missatge;0
1718654421389726186;blocat;dels comentaris al tuit, he blocat 4~5 carallots. 🪓;29/10/23 16:41;dels comentaris al tuit, he blocat 4~5 carallots. 🪓;blocat;1
1685256166606082049;amic;“l’amic llonch” té molt en compte que psc i sumar (es presentaven així) hagin quedat, aquest cop, 1r i 2n a catalunya. però a psc (psoe) i sumar no els ha importat gaire cap vegada que els independentistes han tret majoria a catalunya. per a autoritzar un referèndum, per exemple.;29/7/23 13:49;“l’amic llonch” té molt en compte que psc i sumar (es presentaven així) hagin quedat, aquest cop, 1r i 2n a catalunya. però a psc (psoe) i sumar no els ha importat gaire cap vegada que els independentistes han tret majoria a catalunya. per a autoritzar un referèndum, per exemple.;amic;0
1620093463428730880;pin;a veure si et trucarà per demanar-te el pin encara! 🤪🤪🤪🤣🤣;30/1/23 17:15;a veure si et trucarà per demanar-te el pin encara! 🤪🤪🤪🤣🤣;pin;0
1652425929744953347;vist;conxeta ha vist a senent😰#lalqueriablanca;29/4/23 23:33;conxeta ha vist a senent😰#lalqueriablanca;vist;0
1652271386961002496;publicar;"entenc que norman no volgués publicar el tristany (avorrit i amb masur desganat). però les tres cantates (especialment britten/ozawa) són una cosa bàrbara que justifica aquesta exhumació de @deccaclassics 

open.spotify.com/track/1yq3l…";29/4/23 13:19;entenc que norman no volgués publicar el tristany (avorrit i amb masur desganat). però les tres cantates (especialment) són una cosa bàrbara que justifica aquesta exhumació de @deccaclassics open.spotify.com/track/1yq3l…;publicar;0
1718717752100163779;m'agrada;m'agrada! jo també crec que no li falta res més.;29/10/23 20:53;m'agrada! jo també crec que no li falta res més.;m'agrada;0
1652373461602369539;prohibit;preferir colau (brutícia, soroll, skaters i patinets x voreres q provoca colisions amb veïns q pateixen traumatismes, incivisme,vandalisme, botellons i alcoholisme joves, fracàs escolar, prohibit multar, apujar impostos, deixar el dèficit fiscal autonomista, etc és x votar trias;29/4/23 20:05;preferir colau (brutícia, soroll, skaters i patinets x voreres q provoca colisions amb veïns q pateixen traumatismes, incivisme,vandalisme, botellons i alcoholisme joves, fracàs escolar, prohibit multar, apujar impostos, deixar el dèficit fiscal autonomista, etc és x votar trias;prohibit;0
1619733404097953794;prohibit;"🚗 conductors de vehicles motoritzats:
 
🚲 a la calçada, per avançar les #bicibcn cal canviar de carril i mantenir la distància de seguretat.
 
☝️ està prohibit l'assetjament: fer llums o fer ús del clàxon perquè modifiquin la trajectòria.

via.bcn/kkei50magik";29/1/23 17:25;🚗 conductors de vehicles motoritzats: 🚲 a la calçada, per avançar les cal canviar de carril i mantenir la distància de seguretat. ☝️ està prohibit l'assetjament: fer llums o fer ús del clàxon perquè modifiquin la trajectòria. ;prohibit;0
1718716876736401886;compartit;"un any més, fira de la castenyada a la girada.

amb la @montseespinosas hem compartit amb els comerciants i expositors reptes del comerç i de vilafranca. 

visca la castanyada! 

#vilafranca";29/10/23 20:50;un any més, fira de la castenyada a la girada. amb la @montseespinosas hem compartit amb els comerciants i expositors reptes del comerç i de vilafranca. visca la castanyada! #vilafranca;compartit;0
1718689158011478254;comentar;"al ple extraordinari d dijous vam votar en ❌ d'eliminar la bonificació de l'ibi x la instalació d plaques solars
una mesura classista pel q va comentar l'equip d govern durant el ple, ja q sembla q depenent d qui s'instal·li l'energia renovable es mereixen les bonificacions o no";29/10/23 19:00;al ple extraordinari d dijous vam votar en ❌ d'eliminar la bonificació de l'ibi x la instalació d plaques solars una mesura classista pel q va comentar l'equip d govern durant el ple, ja q sembla q depenent d qui s'instal·li l'energia renovable es mereixen les bonificacions o no;comentar;0
1718619248556183961;share;deuen voler ampliar la seva quota de mercat cap a altres grups, han d'estar molt desesperats, peró de segur que varen fer un share o com es digui molt alt.;29/10/23 14:22;deuen voler ampliar la seva quota de mercat cap a altres grups, han d'estar molt desesperats, peró de segur que varen fer un share o com es digui molt alt.;share;0
1619819314517016577;amic;"30/01/1892 - joan-batista vegaria (bégarie, jean-baptiste _ 1892-1915) nasquèt aquel jorn. poèta bearnés combatent guèrra grana, ardent defensor de la lenga gascona – qui escriu dejà dens la caps de la tèrra – amic e companh deus palay, camelat e bouzet 

jornalet.com/nova/3732/joan-…";29/1/23 23:06;30/01/1892 - joan-batista vegaria (bégarie, jean-baptiste _ 1892-1915) nasquèt aquel jorn. poèta bearnés combatent guèrra grana, ardent defensor de la lenga gascona – qui escriu dejà dens la caps de la tèrra – amic e companh deus palay, camelat e bouzet -…;amic;0
1620179689460613120;prohibir;i a sobre tambe et volien prohibir dir puta nit i bona espanya, dons trs......bona nit i puta espanya;30/1/23 22:58;i a sobre tambe et volien prohibir dir puta nit i bona espanya, dons trs......bona nit i puta espanya;prohibir;0
1620166993092710400;tweet;ori me la pelen els teus albums com tornes a donar  like algun tweet insultan al valencia, sé on vius.;30/1/23 22:08;ori me la pelen els teus albums com tornes a donar like algun tweet insultan al valencia, sé on vius.;tweet;1
1652236287493980160;compartir;"💐 avui és el #diainternacionaldeladansa!

🎉des d'#interseccions ho celebrem amb un resum de l'espectacle que va compartir amb la comunitat educativa i les famílies, l'alumnat de 1r d' @el_tarra2! 🎉 

va ser un espectacle molt bonic i emotiu, us en deixem un tast! 💫

👇👇👇";29/4/23 11:00;💐 avui és el #diainternacionaldeladansa! 🎉des d'ho celebrem amb un resum de l'espectacle que va compartir amb la comunitat educativa i les famílies, l'alumnat de 1r d' @el_tarra2! 🎉 va ser un espectacle molt bonic i emotiu, us en deixem un tast! 💫 👇👇👇;compartir;0
1685373513933135877;tuits;"i amb 2 tuits s'entén millor cóm gestionen tot això:

1️⃣↕️";29/7/23 21:35;i amb 2 tuits s'entén millor cóm gestionen tot això: 1️⃣↕️;tuits;1
1620036989088337920;missatge;i què es el que han fet els propietaris d'aquest local per acabar amb la problemàtica?? desconec si hi ha hagut una ordre judicial o no per a fer aquesta entrada, però dedueixo que tu ja ho saps amb el teu missatge!!;30/1/23 13:31;i què es el que han fet els propietaris d'aquest local per acabar amb la problemàtica?? desconec si hi ha hagut una ordre judicial o no per a fer aquesta entrada, però dedueixo que tu ja ho saps amb el teu missatge!!;missatge;1
1619724799076601857;publicat;"un diumenge amb bones notícies: ens han publicat un article amb en  joan callerissa, professor de la universitat de vic, amb qui és molt fàcil emprendre nous projectes i aprendre una mica més cada dia.

papiro.unizar.es/ojs/index.p…";29/1/23 16:50;un diumenge amb bones notícies: ens han publicat un article amb en joan callerissa, professor de la universitat de vic, amb qui és molt fàcil emprendre nous projectes i aprendre una mica més cada dia. papiro.unizar.es/ojs/index.p…;publicat;0
1619981673181085696;piular;"a veure si sou ""valents"" i us atreviu a piular en català...";30/1/23 9:51;"a veure si sou ""valents"" i us atreviu a piular en català...";piular;1
1620142841749180416;seguir;és dificilíssim seguir el ritme de badalls a un gat quan t’està sortint un queixal del seny.;30/1/23 20:32;és dificilíssim seguir el ritme de badalls a un gat quan t’està sortint un queixal del seny.;seguir;0
1685198573556621312;etiquetar;el que és una fugida cap endavant és etiquetar com a trànsfoba una persona que planteja un debat sobre temes que els trans deveu considerar dogmes de fe.;29/7/23 10:00;el que és una fugida cap endavant és etiquetar com a trànsfoba una persona que planteja un debat sobre temes que els trans deveu considerar dogmes de fe.;etiquetar;0
1685208962423980032;missatges;para d'enviar-te missatges a tu mateix;29/7/23 10:41;para d'enviar-te missatges a tu mateix;missatges;0
1652303454272987137;compartit;@lomanaix fan una gran tasca educant per la transformació social, amb educació i valors dignes. avui hem compartit una bona estona al vermut popular amb ells, i hi haurà activitats al llarg de tot el dia, amb motiu de la celebració del seu 20è aniversari. per molts aniversaris més compartint-los tots plegats 🎉;29/4/23 15:26;@lomanaix fan una gran tasca educant per la transformació social, amb educació i valors dignes. avui hem compartit una bona estona al vermut popular amb ells, i hi haurà activitats al llarg de tot el dia, amb motiu de la celebració del seu 20è aniversari. per molts aniversaris més compartint-los tots plegats 🎉;compartint;0
1652334443053432833;comentaris;la quantitat de comentaris despectius sobre l’edat dels seguidors de @springsteen i el seu poder adquisitiu, ja vinguin de @joeldiazbrah o d’@arnautordera o de qui faci falta, fan una mica d’olor a demagògia. a mi, a banda d’insultar-me, a on m’encasellaríeu?;29/4/23 17:30;la quantitat de comentaris despectius sobre l’edat dels seguidors de @springsteen i el seu poder adquisitiu, ja vinguin de @joeldiazbrah o d’@arnautordera o de qui faci falta, fan una mica d’olor a demagògia. a mi, a banda d’insultar-me, a on m’encasellaríeu?;seguidors;0
1619755114029322240;tweet;"cdrcatoficial: 📢 cdr catalunya @cdrcatoficial
 ens afegim a la convocatòria d'anc contra el representant de la monarquia franquista espanyola.
🕘 dimarts 31 de gener, 15:30h
📍 plaça leonardo da vinci, fòrum, bcn
translate tweet";29/1/23 18:51;cdrcatoficial: 📢 cdr catalunya @cdrcatoficial ens afegim a la convocatòria d'anc contra el representant de la monarquia franquista espanyola. 🕘 dimarts 31 de gener, 15:30h 📍 plaça leonardo da vinci, fòrum, bcn translate tweet;tweet;1
1652411745724518400;històries;26. pokémon (2019). 2019-22. han passat moltes històries, moltes regions, molts personatges i tota història té un final. últim gran viatge d'ash que juntament amb go viurà grans històries i perseguint el repte de convertir-se en campió mundial.;29/4/23 22:37;26. pokémon (2019). 2019-22. han passat moltes històries, moltes regions, molts personatges i tota història té un final. últim gran viatge d'ash que juntament amb go viurà grans històries i perseguint el repte de convertir-se en campió mundial.;història;0
1718703784828789139;perfils;no m'interessen els perfils anònims amb complexe de superioritat que et tracti bé la vida, millor de la que ho fas amb ella, llesta;29/10/23 19:58;no m'interessen els perfils anònims amb complexe de superioritat que et tracti bé la vida, millor de la que ho fas amb ella, llesta;perfils;1
1685248283722059776;retuits;a part, em fot pena i ràbia que taquis la imatge de la marina ginestà i coloma amb els teus tuits i retuits tan reaccionaris, t'hauria odiat com a bona militant republicana antifeixista.;29/7/23 13:17;a part, em fot pena i ràbia que taquis la imatge de la marina ginestà i coloma amb els teus tuits i retuits tan reaccionaris, t'hauria odiat com a bona militant republicana antifeixista.;tuits;1
1652425966411546626;comentaris;m'ha sorprés llegir dos comentaris a twitter queixant-se de la igualtat entre les baixes de maternitat i paternitat perque les dones ens hem de recuperar del part i els homes no. crec que si les baixes són iguals, mentre nosaltres ens recuperem del part ells poden encarregar-se +;29/4/23 23:33;m'ha sorprés llegir dos comentaris a twitter queixant-se de la igualtat entre les baixes de maternitat i paternitat perque les dones ens hem de recuperar del part i els homes no. crec que si les baixes són iguals, mentre nosaltres ens recuperem del part ells poden encarregar-se +;comentaris;1
1652363105517592578;posts;"es clar que ni han llegit el capital ni cap obra de tendència marxista. els liberals no llegeixen ni la seva pròpia teoria; la seva formació intel·lectual es bassa a posts de comptes de criptobros i retuits de jordan peterson";29/4/23 19:23;"es clar que ni han llegit el capital ni cap obra de tendència marxista. els liberals no llegeixen ni la seva pròpia teoria; la seva formació intel·lectual es bassa a posts de comptes de criptobros i retuits de jordan peterson";posts;1
1619682012557889536;publicar;"ajudaria que la burgesia no s'agenollés dia sine dia davant de les exigències espanyolistes. et recordo que els 1ers q van començar a publicar en castellà x vendre + van ser els impressors catalans (gent rica a l'època).
a mi no m'has de convèncer de quina és la meva llengua.";29/1/23 14:00;ajudaria que la burgesia no s'agenollés dia sine dia davant de les exigències espanyolistes. et recordo que els 1ers q van començar a publicar en castellà x vendre + van ser els impressors catalans (gent rica a l'època). a mi no m'has de convèncer de quina és la meva llengua.;publicar;0
1619584673751109632;piular;la justícia no existeix maria pilar, i en aquets cas no s'ha fet justícia evidentment... però a mi i ha un detall que em sorprèn: en una de les teves piulades deies que a aquets home no se l'hi veia dolor pel que havia fet, i no ho entenc. jo no..;29/1/23 7:34;la justícia no existeix maria pilar, i en aquets cas no s'ha fet justícia evidentment... però a mi i ha un detall que em sorprèn: en una de les teves piulades deies que a aquets home no se l'hi veia dolor pel que havia fet, i no ho entenc. jo no..;piulades;1
1619831536433664002;vist;oh gràcies, bonica . l'he vist moltes vegades perquè m'encanta 👍🏽;29/1/23 23:55;oh gràcies, bonica . l'he vist moltes vegades perquè m'encanta 👍🏽;vist;0
1652408142527864834;seguir;"és un dir, òbviament, no us poseu nerviosos que no són hores.

si em deixessiu seguir la broma diria que en realitat a nou barris quasi una gota i a sarrià - sant gervasi gota i escaig.";29/4/23 22:22;és un dir, òbviament, no us poseu nerviosos que no són hores. si em deixessiu seguir la broma diria que en realitat a nou barris quasi una gota i a sarrià - sant gervasi gota i escaig.;seguir;0
1619789697794084867;seguir;"no, no es fácil i lo mes important, només ajuda a estar mes aprop de l’objectiu. hem de seguir. 
monta el sopar amb els bandarres.
jo m’apunt 😉
gracies colau!💪";29/1/23 21:08;no, no es fácil i lo mes important, només ajuda a estar mes aprop de l’objectiu. hem de seguir. monta el sopar amb els bandarres. jo m’apunt 😉 gracies colau!💪;seguir;0
1718733503943086100;share;heu agafat un dels pocs dies de tota la temporada que l’està passant no ha estar líder i perquè jugava el barça la champions!!! aquesta temporada té més share i audiència que l’anterior. ara 8 de cada 10 dies és líder. quan l’anterior, només guanyava a pasapalabra 2 de cada 10.;29/10/23 21:56;heu agafat un dels pocs dies de tota la temporada que l’està passant no ha estar líder i perquè jugava el barça la champions!!! aquesta temporada té més share i audiència que l’anterior. ara 8 de cada 10 dies és líder. quan l’anterior, només guanyava a pasapalabra 2 de cada 10.;share;0
1620126604902137856;m'agrada;tornant a fer tuits, m'agrada aquesta ale✨;30/1/23 19:27;tornant a fer tuits, m'agrada aquesta ale✨;m'agrada;0
1620073863815266304;amic;"1a pregunta: quina relació hi tens?
2a pregunta: quant t'hi haguessis gastat si hi haguessis anat?

a partir d'aquí decideix 🤷‍♂️
jo m'hi gasto el mateix si és una relació forta (amic, familiar de 1er grau...)
i m'hi gasto la 1/2 si és de compromís.";30/1/23 15:58;1a pregunta: quina relació hi tens? 2a pregunta: quant t'hi haguessis gastat si hi haguessis anat? a partir d'aquí decideix 🤷‍♂️ jo m'hi gasto el mateix si és una relació forta (amic, familiar de 1er grau...) i m'hi gasto la si és de compromís.;amic;0
1685278725628190720;compartir;"🟢🌊 víctor antich visita el restaurant compartir, a cadaqués.

🗣️ ""menjar al compartir és capbussar-te de cop a la mediterrània, és gaudir dels millors productes naturals però també d'elaboracions artesanes i emocionants"" 

la crítica sencera 🔽
elnacional.cat/ca/gourmeteri…";29/7/23 15:18;"🟢🌊 víctor antich visita el restaurant compartir, a cadaqués. 🗣️ ""menjar al compartir és capbussar-te de cop a la mediterrània, és gaudir dels millors productes naturals però també d'elaboracions artesanes i emocionants"" la crítica sencera 🔽…";compartir;0
1620073446100340736;bloquejar;es que ell en si es vomitiu. clàssic perfil a bloquejar des del minut 0.;30/1/23 15:56;es que ell en si es vomitiu. clàssic perfil a bloquejar des del minut 0.;perfil;1
1652423382556631040;post;crec que realment es pressionarà en aquesta direcció. la invasió ha afectat de ple els plans de recuperació econòmica post-covid.;29/4/23 23:23;crec que realment es pressionarà en aquesta direcció. la invasió ha afectat de ple els plans de recuperació econòmica post-covid.;post;0
1652441935502516224;prohibit;aragó? doncs aragó ara és catalunya amb immersió a l'escola i a tot arreu. el barret tradicional fez i el vestit religiós pel carrer queda prohibit, al tercer avís execució publica.;30/4/23 0:37;aragó? doncs aragó ara és catalunya amb immersió a l'escola i a tot arreu. el barret tradicional fez i el vestit religiós pel carrer queda prohibit, al tercer avís execució publica.;prohibit;0
1718651703115842033;likes;"puigdemontistes titllant de cunyat a ningú 🤣🤣🤣😂😂😂😂
jo em limito a avisar al personal de qui sou i a què us dediqueu.
fins ara us tol•lerava però fent sevir un genocidi per arreplegar likes em foteu un fàstic absolut.
les putes de convergència a demanar perdó i a callar.";29/10/23 16:31;puigdemontistes titllant de cunyat a ningú 🤣🤣🤣😂😂😂😂 jo em limito a avisar al personal de qui sou i a què us dediqueu. fins ara us tol•lerava però fent sevir un genocidi per arreplegar likes em foteu un fàstic absolut. les putes de convergència a demanar perdó i a callar.;likes;1
1652391479556337665;prohibit;"em sorprèn que encara no s'hagi prohibit. 
ja és casualitat que sempre acabi sobrant una quantitat mínima que no es pugui gastar en res.";29/4/23 21:16;em sorprèn que encara no s'hagi prohibit. ja és casualitat que sempre acabi sobrant una quantitat mínima que no es pugui gastar en res.;prohibit;0
1718678812320289036;publicat;el millor dels últims que s'han publicat;29/10/23 18:18;el millor dels últims que s'han publicat;publicat;0
1619815268573908994;resposta;tampoc era per tenir resposta fbsk;29/1/23 22:50;tampoc era per tenir resposta fbsk;resposta;0
